_id,name,startTime,endTime,photos
65f246519b8cf165e63d4663,以教育之强   夯实国家富强之基——学习贯彻习近平新时代中国,2023-07-05,2023-07-05,http://www.cfls.net.cn/site/219/news/c8005993d29349e78b0a4a0035301755.png
65f246569b8cf165e63d4664,以教育之强   夯实国家富强之基——学习贯彻习近平新时代中国,2023-07-05,2023-07-05,http://www.cfls.net.cn/site/219/news/c8005993d29349e78b0a4a0035301755.png
65f2465b9b8cf165e63d4665,以教育之强   夯实国家富强之基——学习贯彻习近平新时代中国,2023-07-05,2023-07-05,http://www.cfls.net.cn/site/219/news/c8005993d29349e78b0a4a0035301755.png
65f246619b8cf165e63d4666,以教育之强   夯实国家富强之基——学习贯彻习近平新时代中国,2023-07-05,2023-07-05,http://www.cfls.net.cn/site/219/news/c8005993d29349e78b0a4a0035301755.png
