_id,name,content,photos
65f3109b9b8cf165e63d4672,成都外国语学校,成都外国语学校创办于1989年，是经四川省教育厅批准，四川省第一所具有外语特色的高完中，是教育部批准的具有保送资格的外国语学校（全国仅16所，四川唯1所）、国家拔尖创新人才培养试点学校（全省仅6所）、全国安全教育先进单位、四川省普通高中课程改革样本学校、四川省校风示范学校、四川省民办教育先进集体、四川省阳光体育示范校、,http://www.cfls.net.cn/site/219/news/69c371ea81914bf5bb2d0752f608dee9.png
