_id,photos,name
65f31a8d9b8cf165e63d467f,http://www.cfls.net.cn/site/219/news/eb13393e6d634dee9744c6cfa69a3219.jpg,初中部社团展示丨部分社团风采欢迎围观
65f31ada9b8cf165e63d4680,http://www.cfls.net.cn/site/219/news/eb13393e6d634dee9744c6cfa69a3219.jpg,关注心理健康 建设平安校园
